latitude,longitude,dist_km,waypoint
44.559905,-124.750016666667,0,BN01
44.565815563633,-124.81632225768,5.3083748372163,
44.5716877577912,-124.882641280549,5.30838032953525,
44.5775215668581,-124.948973653206,5.30838578610011,
44.5833169753118,-125.015319293446,5.30839120690091,
44.5890739677244,-125.081678118927,5.30839659191774,
44.594792528763,-125.148050047166,5.30840194113983,
44.6004726431891,-125.214434995545,5.30840725454708,
44.6061142958596,-125.280832881309,5.30841253212897,
44.6117174717264,-125.347243621567,5.30841777387179,
44.6172821558367,-125.413667133295,5.30842297975381,
44.6228083333333,-125.480103333333,5.30842814976765,BN02
44.5807921909012,-125.447580522954,5.33539155226412,
44.5387668323248,-125.415104690108,5.33535214464143,
44.4967322844002,-125.382675708467,5.33531272976199,
44.4546885738319,-125.350293452078,5.33527330773702,
44.4126357272339,-125.317957795362,5.33523387867813,
44.3705737711297,-125.285668613113,5.33519444269399,
44.3285027319526,-125.253425780498,5.3351549998963,
44.2864226360464,-125.221229173051,5.33511555039685,
44.2443335096654,-125.189078666679,5.33507609430926,
44.202235378975,-125.156974137656,5.33503663173435,
44.160128270052,-125.124915462621,5.33499716279699,
44.1180122088849,-125.092902518581,5.33495768759355,
44.0758872213744,-125.060935182908,5.33491820624939,
44.0337533333333,-125.029013333333,5.33487871886518,BN03
44.008306215507,-125.084443030816,5.26744296374552,
43.9828323245382,-125.139825162627,5.26741941692726,
43.9573317071937,-125.195159761966,5.26739584628143,
43.9318044101883,-125.250446862202,5.26737225187147,
43.9062504801841,-125.30568649687,5.26734863376179,
43.8806699637904,-125.360878699674,5.26732499201838,
43.8550629075641,-125.416023504478,5.26730132670967,
43.8294293580089,-125.471120945316,5.26727763789356,
43.8037693615756,-125.52617105638,5.26725392564137,
43.7780829646618,-125.581173872027,5.26723019001264,
43.7523702136121,-125.636129426774,5.26720643107862,
43.7266311547175,-125.691037755298,5.26718264890064,
43.7008658342157,-125.745898892435,5.26715884354336,
43.6750742982908,-125.800712873177,5.26713501507694,
43.6492565930732,-125.855479732675,5.267111163562,
43.6234127646396,-125.910199506236,5.26708728906405,
43.5975428590127,-125.96487222932,5.26706339165181,
43.5716469221612,-126.019497937541,5.26703947138946,
43.545725,-126.074076666667,5.26701552834393,BN04
43.5166875786078,-126.020906546167,5.37409449425014,
43.4876255432179,-125.967787595188,5.37406710396611,
43.4585389424836,-125.914719755814,5.37403969218652,
43.42942782498,-125.861702970035,5.37401225898997,
43.4002922392046,-125.808737179745,5.37398480445327,
43.3711322335771,-125.75582232675,5.37395732865525,
43.3419478564391,-125.702958352761,5.37392983167227,
43.3127391560545,-125.6501451994,5.37390231358938,
43.2835061806095,-125.597382808201,5.37387477447539,
43.2542489782123,-125.544671120609,5.37384721441863,
43.2249675968931,-125.492010077981,5.37381963349075,
43.1956620846044,-125.439399621589,5.37379203177519,
43.1663324892208,-125.386839692621,5.37376440935013,
43.1369788585392,-125.334330232178,5.37373676629157,
43.1076012402784,-125.281871181281,5.3737091026812,
43.0781996820795,-125.229462480868,5.37368141859796,
43.0487742315058,-125.177104071796,5.37365371411894,
43.0193249360425,-125.124795894841,5.37362598932478,
42.9898518430973,-125.072537890703,5.37359824429499,
42.960355,-125.02033,5.37357047910818,BN05
42.9280732277661,-125.067435041499,5.25746927447542,
42.8957721629653,-125.114490720517,5.257439525166,
42.8634518475846,-125.161497115088,5.25740976083303,
42.831112323524,-125.208454303215,5.25737998156183,
42.7987536325961,-125.255362362868,5.25735018742757,
42.7663758165262,-125.302221371984,5.25732037851338,
42.7339789169529,-125.349031408465,5.25729055490536,
42.7015629754276,-125.395792550182,5.25726071667968,
42.6691280334152,-125.442504874967,5.2572308639198,
42.6366741322939,-125.489168460619,5.25720099670787,
42.6042013133554,-125.535783384903,5.25717111512439,
42.5717096178053,-125.582349725542,5.2571412192504,
42.5391990867627,-125.628867560228,5.2571113091688,
42.5066697612609,-125.67533696661,5.25708138496366,
42.474121682247,-125.721758022302,5.25705144671037,
42.4415548905826,-125.768130804878,5.25702149449758,
42.4089694270435,-125.814455391873,5.25699152840268,
42.37636533232,-125.860731860783,5.25696154851064,
42.3437426470171,-125.90696028906,5.25693155489827,
42.3111014116544,-125.95314075412,5.25690154765638,
42.2784416666667,-125.999273333333,5.25687152685526,BN06
42.2594042314968,-125.942932853121,5.10656505254229,
42.2403392390832,-125.886626406601,5.10654804603523,
42.2212467244855,-125.830353999611,5.10653101613394,
42.2021267227595,-125.774115637804,5.10651396287676,
42.1829792689566,-125.71791132665,5.10649688631074,
42.1638043981239,-125.66174107144,5.10647978647548,
42.1446021453037,-125.60560487728,5.10646266342164,
42.1253725455339,-125.5495027491,5.10644551719184,
42.106115633847,-125.493434691646,5.10642834782581,
42.0868314452705,-125.437400709485,5.10641115537097,
42.0675200148267,-125.381400807008,5.10639393987438,
42.0481813775321,-125.325434988424,5.10637670137428,
42.0288155683977,-125.269503257766,5.10635943992294,
42.0094226224284,-125.213605618886,5.10634215555704,
41.9900025746232,-125.157742075464,5.10632484832783,
41.9705554599747,-125.101912630999,5.10630751827321,
41.9510813134691,-125.046117288818,5.10629016544483,
41.9315801700859,-124.990356052067,5.10627278988408,
41.9120520647979,-124.934628923723,5.10625539163609,
41.892497032571,-124.878935906584,5.10623797074525,
41.8729151083635,-124.823277003277,5.10622052725849,
41.8533063271269,-124.767652216253,5.10620306121681,
41.8336707238049,-124.712061547792,5.10618557267008,
41.8140083333333,-124.656505,5.10616806166033,BN07
41.7861127703967,-124.707927255473,5.27864587268395,
