latitude,longitude,dist_km,waypoint
40.79705,-124.528381666667,0,BN01
40.8100700184353,-124.589073648561,5.3216463338711,
40.823058222841,-124.649789423965,5.32165835297514,
40.8360145861695,-124.710528954823,5.32167034350752,
40.8489390814118,-124.771292202902,5.32168230543563,
40.8618316815976,-124.832079129794,5.32169423872218,
40.8746923597958,-124.892889696909,5.32170614333799,
40.8875210891148,-124.953723865485,5.32171801924608,
40.9003178427024,-125.014581596577,5.32172986641351,
40.9130825937463,-125.075462851069,5.32174168481256,
40.925815315474,-125.136367589661,5.32175347440238,
40.9385159811534,-125.197295772881,5.32176523515305,
40.9511845640929,-125.258247361078,5.32177696703212,
40.9638210376415,-125.319222314421,5.32178867000717,
40.9764253751891,-125.380220592907,5.32180034404491,
40.9889975501667,-125.44124215635,5.3218119891131,
41.0015375360467,-125.502286964391,5.32182360517485,
41.0140453063432,-125.563354976491,5.32183519220101,
41.0265208346119,-125.624446151937,5.32184675016276,
41.0389640944505,-125.685560449835,5.32185827902061,
41.0513750594993,-125.746697829117,5.32186977874628,
41.0637537034407,-125.807858248535,5.32188124930869,
41.0761,-125.869041666667,5.32189269067172,BN02
41.0998365983816,-125.814202706909,5.30850767223625,
41.123547177058,-125.75932411708,5.30852958199452,
41.1472316954682,-125.704405878968,5.30855147032724,
41.1708901130194,-125.64944797452,5.30857333717136,
41.194522389087,-125.594450385834,5.30859518247308,
41.2181284830149,-125.539413095171,5.30861700616512,
41.2417083541157,-125.484336084943,5.30863880819057,
41.2652619616706,-125.429219337726,5.30866058848565,
41.2887892649296,-125.374062836252,5.30868234699151,
41.3122902231119,-125.318866563411,5.30870408364518,
41.3357647954057,-125.263630502258,5.30872579839175,
41.3592129409686,-125.208354636005,5.30874749116264,
41.3826346189275,-125.153038948028,5.3087691619019,
41.406029788379,-125.097683421866,5.30879081054774,
41.4293984083893,-125.042288041219,5.30881243704436,
41.4527404379946,-124.986852789954,5.30883404132275,
41.476055836201,-124.931377652101,5.30885562333136,
41.4993445619848,-124.875862611858,5.30887718300616,
41.5226065742927,-124.820307653585,5.30889872028336,
41.5458418320418,-124.764712761815,5.30892023511103,
41.5690502941196,-124.709077921243,5.30894172742197,
41.5922319193848,-124.653403116737,5.30896319715694,
41.6153866666667,-124.597688333333,5.30898464426373,BN03
41.6264267043599,-124.657379171099,5.12356231523147,
41.6374358538209,-124.717090425809,5.12357216368978,
41.6484140925381,-124.776822055075,5.12358198502241,
41.6593613980436,-124.83657401636,5.12359177920081,
41.6702777479128,-124.896346266968,5.12360154620611,
41.681163119765,-124.956138764056,5.12361128600632,
41.6920174912631,-125.015951464621,5.12362099857968,
41.7028408401145,-125.075784325512,5.12363068390258,
41.7136331440706,-125.135637303423,5.12364034194565,
41.7243943809274,-125.195510354894,5.12364997268394,
41.7351245285255,-125.255403436314,5.12365957609577,
41.7458235647504,-125.315316503919,5.12366915215385,
41.7564914675328,-125.375249513791,5.12367870083319,
41.7671282148484,-125.435202421861,5.12368822211211,
41.7777337847185,-125.495175183908,5.12369771596144,
41.7883081552099,-125.555167755557,5.12370718235786,
