"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","distance","seadepth"
6941335269,43.42143,-126.96569,2024-09-14 14:20:39,"SO-588","321245",NA,FALSE,NA,"CalCurCEAS_009","ORE",159.407860844057,538.821980996105,2810
6941459507,43.41689,-126.96335,2024-09-14 14:51:41,"SO-588","321245",NA,FALSE,0.561393471070055,"CalCurCEAS_009","ORE",157.668391362292,709.838055181651,2810
6941630363,43.41098,-126.96002,2024-09-14 15:35:41,"SO-588","321245",NA,FALSE,0.521623419338031,"CalCurCEAS_009","ORE",159.424568189355,518.588197961433,2810
6941749191,43.40661,-126.95777,2024-09-14 16:07:24,"SO-588","321245",NA,FALSE,0.528671100391581,"CalCurCEAS_009","ORE",159.836030353819,488.802163400532,2904
6941876940,43.40248,-126.95569,2024-09-14 16:42:38,"SO-588","321245",NA,FALSE,0.448569629610706,"CalCurCEAS_009","ORE",156.066334430096,363.439081720914,2904
6941969758,43.39949,-126.95387,2024-09-14 17:09:40,"SO-588","321245",NA,FALSE,0.434692859764842,"CalCurCEAS_009","ORE",157.813835175787,506.329022235751,2904
6942088945,43.39527,-126.95151,2024-09-14 17:46:42,"SO-588","321245",NA,FALSE,0.442069443356146,"CalCurCEAS_009","ORE",169.058445744419,431.129411356115,2904
6942200259,43.39146,-126.9505,2024-09-14 18:22:38,"SO-588","321245",NA,FALSE,0.387936483316726,"CalCurCEAS_009","ORE",174.998325129309,501.862328566773,2939
6942320517,43.38696,-126.94996,2024-09-14 19:06:00,"SO-588","321245",NA,FALSE,0.374178676948324,"CalCurCEAS_009","ORE",172.459953450197,302.586917501527,2939
6942400026,43.38426,-126.94947,2024-09-14 19:36:40,"SO-588","321245",NA,FALSE,0.319031858670088,"CalCurCEAS_009","ORE",159.021643615492,301.036644395812,2939
6942485569,43.38173,-126.94814,2024-09-14 20:10:39,"SO-588","321245",NA,FALSE,0.286420348272622,"CalCurCEAS_009","ORE",151.996585144346,255.439173445965,2939
6942551737,43.3797,-126.94666,2024-09-14 20:40:39,"SO-588","321245",NA,FALSE,0.275306664713985,"CalCurCEAS_009","ORE",146.670103967067,256.632467743465,2939
6942698750,43.37777,-126.94492,2024-09-14 21:09:39,"SO-588","321245",NA,FALSE,0.286130452541564,"CalCurCEAS_009","ORE",146.714019671139,411.998163132631,2939
6942772235,43.37467,-126.94213,2024-09-14 21:49:00,"SO-588","321245",NA,FALSE,0.338533009943797,"CalCurCEAS_009","ORE",147.473621463646,397.937540766872,2940
6942910176,43.37165,-126.93949,2024-09-14 22:23:37,"SO-588","321245",NA,FALSE,0.371689373658031,"CalCurCEAS_009","ORE",136.576424407127,339.585065894142,2941
6942951647,43.36943,-126.93661,2024-09-14 22:53:00,"SO-588","321245",NA,FALSE,0.373678404897694,"CalCurCEAS_009","ORE",133.188901283026,366.859088299171,2941
6943003513,43.36717,-126.93331,2024-09-14 23:23:37,"SO-588","321245",NA,FALSE,0.387428759553833,"CalCurCEAS_009","ORE",132.272089317645,644.125870437388,2941
6943060348,43.36327,-126.92743,2024-09-15 00:07:41,"SO-588","321245",NA,FALSE,0.472618830805043,"CalCurCEAS_009","ORE",131.085631372066,706.612625957937,2941
6943109542,43.35909,-126.92086,2024-09-15 00:51:42,"SO-588","321245",NA,FALSE,0.519056605209541,"CalCurCEAS_009","ORE",135.164386003041,643.891578566639,2940
6943150678,43.35498,-126.91526,2024-09-15 01:29:00,"SO-588","321245",NA,FALSE,0.558154451483145,"CalCurCEAS_009","ORE",138.388715149175,1404.13606489016,2942
6943230890,43.34553,-126.90376,2024-09-15 02:44:43,"SO-588","321245",NA,FALSE,0.599609061388269,"CalCurCEAS_009","ORE",151.06286171644,722.328593097734,2937
6943281223,43.33984,-126.89945,2024-09-15 03:23:38,"SO-588","321245",NA,FALSE,0.600135961717175,"CalCurCEAS_009","ORE",155.337319432144,530.565521451894,2934
6943313133,43.3355,-126.89672,2024-09-15 03:50:40,"SO-588","321245",NA,FALSE,0.634585148962192,"CalCurCEAS_009","ORE",154.439356055264,535.707931498615,2934
6943360455,43.33115,-126.89387,2024-09-15 04:19:00,"SO-588","321245",NA,FALSE,0.611337286533714,"CalCurCEAS_009","ORE",158.932653774266,710.765605266694,2934
6943415463,43.32518,-126.89072,2024-09-15 04:56:41,"SO-588","321245",NA,FALSE,0.609856379574253,"CalCurCEAS_009","ORE",180,0,2933
6943440283,43.32518,-126.89072,2024-09-15 05:00:00,"SO-588","321245",NA,FALSE,0,"CalCurCEAS_009","ORE",166.4464223813,602.262674204209,2933
6943498526,43.31991,-126.88898,2024-09-15 05:31:39,"SO-588","321245",NA,FALSE,0.61526571245717,"CalCurCEAS_009","ORE",168.101709055518,743.673842934527,2927
6943602095,43.31336,-126.88709,2024-09-15 06:15:40,"SO-588","321245",NA,FALSE,0.54628067220484,"CalCurCEAS_009","ORE",168.203866896948,623.090084606588,2927
6943672542,43.30787,-126.88552,2024-09-15 06:50:38,"SO-588","321245",NA,FALSE,0.576165283191983,"CalCurCEAS_009","ORE",166.079106453801,694.773225533555,2909
6943748540,43.3018,-126.88346,2024-09-15 07:24:59,"SO-588","321245",NA,FALSE,0.653983531069916,"CalCurCEAS_009","ORE",168.443927938386,700.793330292463,2909
6943829865,43.29562,-126.88173,2024-09-15 07:59:38,"SO-588","321245",NA,FALSE,0.653938942168051,"CalCurCEAS_009","ORE",173.740827218433,789.058021146247,2909
6943925309,43.28856,-126.88067,2024-09-15 08:38:40,"SO-588","321245",NA,FALSE,0.653617660556669,"CalCurCEAS_009","ORE",175.725980206056,533.64485663785,2914
6943996764,43.28377,-126.88018,2024-09-15 09:06:40,"SO-588","321245",NA,FALSE,0.616232751117517,"CalCurCEAS_009","ORE",175.625570269321,521.458624951712,2914
6944067055,43.27909,-126.87969,2024-09-15 09:33:59,"SO-588","321245",NA,FALSE,0.617223753756145,"CalCurCEAS_009","ORE",177.077828571035,557.326244979451,2914
6944140435,43.27408,-126.87934,2024-09-15 10:02:38,"SO-588","321245",NA,FALSE,0.628977844828467,"CalCurCEAS_009","ORE",178.515107633772,657.921193953659,2927
6944227384,43.26816,-126.87913,2024-09-15 10:35:39,"SO-588","321245",NA,FALSE,0.644304450413982,"CalCurCEAS_009","ORE",177.237002288022,471.603398180061,2927
6944298059,43.26392,-126.87885,2024-09-15 11:01:40,"SO-588","321245",NA,FALSE,0.586105440403151,"CalCurCEAS_009","ORE",175.770284800994,561.462162132833,2927
6944396289,43.25888,-126.87834,2024-09-15 11:37:41,"SO-588","321245",NA,FALSE,0.504042848004487,"CalCurCEAS_009","ORE",171.369586405754,616.911265774702,2927
6944519473,43.25339,-126.8772,2024-09-15 12:22:00,"SO-588","321245",NA,FALSE,0.450096974653223,"CalCurCEAS_009","ORE",164.632592687676,441.280344864342,2922
6944598312,43.24956,-126.87576,2024-09-15 12:50:59,"SO-588","321245",NA,FALSE,0.492285146082129,"CalCurCEAS_009","ORE",157.687459735207,596.838340186439,2922
6944708660,43.24459,-126.87297,2024-09-15 13:30:42,"SO-588","321245",NA,FALSE,0.485886017608767,"CalCurCEAS_009","ORE",146.197377406453,492.001605523704,2930
6944815432,43.24091,-126.8696,2024-09-15 14:06:38,"SO-588","321245",NA,FALSE,0.442710164525039,"CalCurCEAS_009","ORE",148.695612713952,409.58061529056,2858
6944912180,43.23776,-126.86698,2024-09-15 14:40:41,"SO-588","321245",NA,FALSE,0.388931176536313,"CalCurCEAS_009","ORE",144.727942481567,458.579141994831,2858
6945013302,43.23439,-126.86372,2024-09-15 15:16:37,"SO-588","321245",NA,FALSE,0.412636148177167,"CalCurCEAS_009","ORE",146.651081922736,531.979393222686,2858
6945113262,43.23039,-126.86012,2024-09-15 15:53:01,"SO-588","321245",NA,FALSE,0.472545798009163,"CalCurCEAS_009","ORE",149.719576375026,504.298768574887,2858
6945200254,43.22647,-126.85699,2024-09-15 16:23:40,"SO-588","321245",NA,FALSE,0.53199543830086,"CalCurCEAS_009","ORE",157.982802231312,758.559309586886,2816
6945319567,43.22014,-126.85349,2024-09-15 17:07:40,"SO-588","321245",NA,FALSE,0.557426159317636,"CalCurCEAS_009","ORE",161.410570537109,481.7406178194,2756
6945388865,43.21603,-126.8516,2024-09-15 17:34:37,"SO-588","321245",NA,FALSE,0.57796957239928,"CalCurCEAS_009","ORE",172.451127667815,785.596971824764,2756
6945496645,43.20902,-126.85033,2024-09-15 18:18:00,"SO-588","321245",NA,FALSE,0.585500624410312,"CalCurCEAS_009","ORE",171.020156786704,744.585612557992,2756
6945588448,43.2024,-126.8489,2024-09-15 18:59:40,"SO-588","321245",NA,FALSE,0.577798435345002,"CalCurCEAS_009","ORE",170.808927576404,819.300929332738,2821
6945676908,43.19512,-126.84729,2024-09-15 19:42:39,"SO-588","321245",NA,FALSE,0.616302366384456,"CalCurCEAS_009","ORE",184.512513912159,836.928470469538,2821
6945758161,43.18761,-126.8481,2024-09-15 20:25:41,"SO-588","321245",NA,FALSE,0.628830841483696,"CalCurCEAS_009","ORE",185.415422606438,706.392360402413,3623
6945874644,43.18128,-126.84892,2024-09-15 21:04:01,"SO-588","321245",NA,FALSE,0.595826599643774,"CalCurCEAS_009","ORE",186.705383333572,772.961456200915,3623
6945977931,43.17437,-126.85003,2024-09-15 21:48:42,"SO-588","321245",NA,FALSE,0.559323097735836,"CalCurCEAS_009","ORE",189.181473079601,713.489437354894,3664
6946120299,43.16803,-126.85143,2024-09-15 22:33:01,"SO-588","321245",NA,FALSE,0.520560176182209,"CalCurCEAS_009","ORE",186.021728709223,511.642462646018,3664
6946172713,43.16345,-126.85209,2024-09-15 23:07:43,"SO-588","321245",NA,FALSE,0.476746579026549,"CalCurCEAS_009","ORE",175.450431049029,410.12505137575,3664
6946204786,43.15977,-126.85169,2024-09-15 23:35:43,"SO-588","321245",NA,FALSE,0.473596785517235,"CalCurCEAS_009","ORE",170.50851400459,468.572835509324,3664
6946248784,43.15561,-126.85074,2024-09-16 00:11:01,"SO-588","321245",NA,FALSE,0.429193248766803,"CalCurCEAS_009","ORE",168.007743433345,367.980683227091,3587
6946280013,43.15237,-126.8498,2024-09-16 00:38:41,"SO-588","321245",NA,FALSE,0.430049714132866,"CalCurCEAS_009","ORE",166.730417672278,372.106276134349,3587
6946310513,43.14911,-126.84875,2024-09-16 01:05:00,"SO-588","321245",NA,FALSE,0.457179338632449,"CalCurCEAS_009","ORE",162.66504589017,434.102670191052,3587
6946349347,43.14538,-126.84716,2024-09-16 01:36:36,"SO-588","321245",NA,FALSE,0.444176782790422,"CalCurCEAS_009","ORE",163.364964258905,579.738992236103,3587
6946403959,43.14038,-126.84512,2024-09-16 02:15:40,"SO-588","321245",NA,FALSE,0.47981810790872,"CalCurCEAS_009","ORE",168.171061494657,623.145786801309,3319
6946480824,43.13489,-126.84355,2024-09-16 02:59:42,"SO-588","321245",NA,FALSE,0.45757109250361,"CalCurCEAS_009","ORE",167.801895643999,585.35538392918,3319
6946585236,43.12974,-126.84203,2024-09-16 03:40:37,"SO-588","321245",NA,FALSE,0.46256189198477,"CalCurCEAS_009","ORE",169.706802394778,546.495306094428,3319
6946711048,43.1249,-126.84083,2024-09-16 04:14:18,"SO-588","321245",NA,FALSE,0.524592228512217,"CalCurCEAS_009","ORE",180,0,3350
6946951047,43.1249,-126.84083,2024-09-16 05:00:00,"SO-588","321245",NA,FALSE,0,"CalCurCEAS_009","ORE",173.777014384173,1389.09495888641,3350
6947188325,43.11247,-126.83898,2024-09-16 05:37:59,"SO-588","321245",NA,FALSE,1.18246784565144,"CalCurCEAS_009","ORE",175.768379737614,452.278116936213,3350
6947405179,43.10841,-126.83857,2024-09-16 06:06:37,"SO-588","321245",NA,FALSE,0.510721505737051,"CalCurCEAS_009","ORE",180.889747748497,576.65152484566,3350
6947639260,43.10322,-126.83868,2024-09-16 06:39:42,"SO-588","321245",NA,FALSE,0.563578820252182,"CalCurCEAS_009","ORE",182.796842582275,433.786048221872,3368
6947831146,43.09932,-126.83894,2024-09-16 07:05:39,"SO-588","321245",NA,FALSE,0.540491286801819,"CalCurCEAS_009","ORE",186.823029863145,603.070666002,3368
6948085284,43.09393,-126.83982,2024-09-16 07:40:00,"SO-588","321245",NA,FALSE,0.567664770521048,"CalCurCEAS_009","ORE",188.652249762944,589.959602569052,3368
6948308635,43.08868,-126.84091,2024-09-16 08:09:39,"SO-588","321245",NA,FALSE,0.643351112413693,"CalCurCEAS_009","ORE",190.906471750665,636.96575221368,3271
6948553003,43.08305,-126.84239,2024-09-16 08:42:42,"SO-588","321245",NA,FALSE,0.623153585120796,"CalCurCEAS_009","ORE",195.722127058184,865.587147532056,3271
6948860451,43.07555,-126.84527,2024-09-16 09:23:42,"SO-588","321245",NA,FALSE,0.68261750659032,"CalCurCEAS_009","ORE",199.129181181323,633.790925011522,3271
6949084349,43.07016,-126.84782,2024-09-16 09:53:40,"SO-588","321245",NA,FALSE,0.683845603182621,"CalCurCEAS_009","ORE",198.821329287981,818.062780942751,3098
6949386888,43.06319,-126.85106,2024-09-16 10:34:19,"SO-588","321245",NA,FALSE,0.650693642898294,"CalCurCEAS_009","ORE",196.768483497053,787.82336917223,3098
6949699512,43.0564,-126.85385,2024-09-16 11:17:01,"SO-588","321245",NA,FALSE,0.596556337312306,"CalCurCEAS_009","ORE",195.984950378032,713.015172243743,3096
6949983128,43.05023,-126.85626,2024-09-16 11:55:42,"SO-588","321245",NA,FALSE,0.595971320186498,"CalCurCEAS_009","ORE",192.199945505592,501.242280873687,3096
6950197355,43.04582,-126.85756,2024-09-16 12:24:40,"SO-588","321245",NA,FALSE,0.559499438949915,"CalCurCEAS_009","ORE",184.655182808218,1144.70609640168,3096
6950762194,43.03555,-126.8587,2024-09-16 13:43:31,"SO-588","321245",NA,FALSE,0.469399667516225,"CalCurCEAS_009","ORE",182.41527097204,541.505784998016,3084
6951066359,43.03068,-126.85898,2024-09-16 14:27:42,"SO-588","321245",NA,FALSE,0.396273565785044,"CalCurCEAS_009","ORE",181.336154502286,384.487357346523,3084
6951257854,43.02722,-126.85909,2024-09-16 14:57:38,"SO-588","321245",NA,FALSE,0.415314851476756,"CalCurCEAS_009","ORE",179.828761677284,545.470139808199,3084
6951513329,43.02231,-126.85907,2024-09-16 15:40:41,"SO-588","321245",NA,FALSE,0.409683341551648,"CalCurCEAS_009","ORE",180,365.496426746454,2950
6951699719,43.01902,-126.85907,2024-09-16 16:14:25,"SO-588","321245",NA,FALSE,0.350327602711522,"CalCurCEAS_009","ORE",183.761909090401,310.618950075446,2950
6951868745,43.01623,-126.85932,2024-09-16 16:47:42,"SO-588","321245",NA,FALSE,0.301753011089817,"CalCurCEAS_009","ORE",179.741259768498,361.05599877471,2950
6952072534,43.01298,-126.8593,2024-09-16 17:33:00,"SO-588","321245",NA,FALSE,0.25770737219387,"CalCurCEAS_009","ORE",182.233250325703,230.13723579579,2950
6952212915,43.01091,-126.85941,2024-09-16 18:07:40,"SO-588","321245",NA,FALSE,0.214647229540304,"CalCurCEAS_009","ORE",183.173752152333,250.343039544612,2950
6952340531,43.00866,-126.85958,2024-09-16 18:43:00,"SO-588","321245",NA,FALSE,0.229087498451201,"CalCurCEAS_009","ORE",176.243036985146,211.531057259866,2950
6952437552,43.00676,-126.85941,2024-09-16 19:12:40,"SO-588","321245",NA,FALSE,0.23054508487873,"CalCurCEAS_009","ORE",175.483665109906,248.508657117218,2891
6952532847,43.00453,-126.85917,2024-09-16 19:44:40,"SO-588","321245",NA,FALSE,0.251097288962189,"CalCurCEAS_009","ORE",166.730174466133,348.127602428931,2891
6952641818,43.00148,-126.85819,2024-09-16 20:23:41,"SO-588","321245",NA,FALSE,0.288495321961609,"CalCurCEAS_009","ORE",168.44954149563,289.141724813211,2890
6952705618,42.99893,-126.85748,2024-09-16 20:50:00,"SO-588","321245",NA,FALSE,0.355246957655243,"CalCurCEAS_009","ORE",173.305342266534,468.673729191043,2890
6952879688,42.99474,-126.85681,2024-09-16 21:25:38,"SO-588","321245",NA,FALSE,0.425269894588692,"CalCurCEAS_009","ORE",180.965591319263,435.544819736783,2890
6952936377,42.99082,-126.8569,2024-09-16 21:54:39,"SO-588","321245",NA,FALSE,0.485328518259253,"CalCurCEAS_009","ORE",175.771759570618,475.659575244183,2788
6953075586,42.98655,-126.85647,2024-09-16 22:23:37,"SO-588","321245",NA,FALSE,0.53094336937498,"CalCurCEAS_009","ORE",177.387725110808,769.559068848644,2788
6953160329,42.97963,-126.85604,2024-09-16 23:06:01,"SO-588","321245",NA,FALSE,0.586849289923887,"CalCurCEAS_009","ORE",181.565765416579,656.800597990979,2788
6953225067,42.97372,-126.85626,2024-09-16 23:47:30,"SO-588","321245",NA,FALSE,0.511929754962836,"CalCurCEAS_009","ORE",187.972740661251,676.423308374143,2733
6953281610,42.96769,-126.85741,2024-09-17 00:22:25,"SO-588","321245",NA,FALSE,0.626377669807082,"CalCurCEAS_009","ORE",185.65148399682,1392.08216123435,2733
6953394409,42.95522,-126.85909,2024-09-17 01:41:40,"SO-588","321245",NA,FALSE,0.56795781131328,"CalCurCEAS_009","ORE",181.204203528334,737.812478694862,2727
6953463054,42.94858,-126.85928,2024-09-17 02:24:39,"SO-588","321245",NA,FALSE,0.55500434612952,"CalCurCEAS_009","ORE",189.225201305503,544.728817090613,2727
6953527523,42.94374,-126.86035,2024-09-17 02:58:41,"SO-588","321245",NA,FALSE,0.517519052475901,"CalCurCEAS_009","ORE",194.8822283987,432.201386519347,2727
6953601431,42.93998,-126.86171,2024-09-17 03:26:41,"SO-588","321245",NA,FALSE,0.499089696337817,"CalCurCEAS_009","ORE",204.174975270947,400.624314798276,2707
6953691874,42.93669,-126.86372,2024-09-17 03:57:01,"SO-588","321245",NA,FALSE,0.427039104784975,"CalCurCEAS_009","ORE",215.338812599477,427.612009204337,2707
6953861777,42.93355,-126.86675,2024-09-17 04:35:00,"SO-588","321245",NA,FALSE,0.364004957374469,"CalCurCEAS_009","ORE",246.274423624099,372.716627157472,2707
6954130434,42.9322,-126.87093,2024-09-17 05:00:00,"SO-588","321245",NA,FALSE,0.48204683779033,"CalCurCEAS_009","ORE",180,0,2707
6954130438,42.9322,-126.87093,2024-09-17 05:17:43,"SO-588","321245",NA,FALSE,0,"CalCurCEAS_009","ORE",253.272112274396,277.87783523545,2707
6954350603,42.93148,-126.87419,2024-09-17 05:50:41,"SO-588","321245",NA,FALSE,0.272539433951857,"CalCurCEAS_009","ORE",252.747341025224,206.002546410725,2707
6954555920,42.93093,-126.8766,2024-09-17 06:16:40,"SO-588","321245",NA,FALSE,0.256346978856194,"CalCurCEAS_009","ORE",245.669899320566,280.417993585528,2715
6954840202,42.92989,-126.87973,2024-09-17 06:55:00,"SO-588","321245",NA,FALSE,0.236526481546054,"CalCurCEAS_009","ORE",241.478481548429,290.811950677994,2715
6955173459,42.92864,-126.88286,2024-09-17 07:38:41,"SO-588","321245",NA,FALSE,0.215251882607901,"CalCurCEAS_009","ORE",231.408031471672,138.913990819293,2715
6955373381,42.92786,-126.88419,2024-09-17 08:04:41,"SO-588","321245",NA,FALSE,0.172752014223993,"CalCurCEAS_009","ORE",197.670316464866,236.681906559137,2715
6955642312,42.92583,-126.88507,2024-09-17 08:41:39,"SO-588","321245",NA,FALSE,0.207016636034592,"CalCurCEAS_009","ORE",185.622496505119,358.326761930616,2715
6955978992,42.92262,-126.8855,2024-09-17 09:27:00,"SO-588","321245",NA,FALSE,0.255477367932891,"CalCurCEAS_009","ORE",174.269287811657,278.006466957561,2685
6956174426,42.92013,-126.88516,2024-09-17 09:52:36,"SO-588","321245",NA,FALSE,0.351127959568794,"CalCurCEAS_009","ORE",164.65679278987,509.169236199509,2685
6956505814,42.91571,-126.88351,2024-09-17 10:36:39,"SO-588","321245",NA,FALSE,0.373737540002667,"CalCurCEAS_009","ORE",165.63794435703,585.98717903657,2685
6956795433,42.9106,-126.88173,2024-09-17 11:15:40,"SO-588","321245",NA,FALSE,0.485610904455765,"CalCurCEAS_009","ORE",168.481539483328,666.639258437283,2685
6957086044,42.90472,-126.8801,2024-09-17 11:54:38,"SO-588","321245",NA,FALSE,0.553156613074563,"CalCurCEAS_009","ORE",171.22123489034,738.51746019722,2655
6957394357,42.89815,-126.87872,2024-09-17 12:35:01,"SO-588","321245",NA,FALSE,0.591301639613127,"CalCurCEAS_009","ORE",176.181329409218,760.437504974013,2655
6957712734,42.89132,-126.8781,2024-09-17 13:17:42,"SO-588","321245",NA,FALSE,0.576044029539081,"CalCurCEAS_009","ORE",179.074853011906,657.741857217543,2625
6957989619,42.8854,-126.87797,2024-09-17 13:55:40,"SO-588","321245",NA,FALSE,0.560148903863931,"CalCurCEAS_009","ORE",182.431592596813,423.636101504668,2625
6958185655,42.88159,-126.87819,2024-09-17 14:22:40,"SO-588","321245",NA,FALSE,0.507317306740157,"CalCurCEAS_009","ORE",187.820285981952,372.282258877889,2625
6958361835,42.87827,-126.87881,2024-09-17 14:48:40,"SO-588","321245",NA,FALSE,0.462966398860965,"CalCurCEAS_009","ORE",193.859349627492,542.356690989472,2625
6958634715,42.87353,-126.8804,2024-09-17 15:31:00,"SO-588","321245",NA,FALSE,0.414240937212431,"CalCurCEAS_009","ORE",200.296029060831,424.028122969995,2596
6958885294,42.86995,-126.8822,2024-09-17 16:13:00,"SO-588","321245",NA,FALSE,0.326434348635631,"CalCurCEAS_009","ORE",212.915338431237,231.581414795151,2596
6959069822,42.8682,-126.88374,2024-09-17 16:47:00,"SO-588","321245",NA,FALSE,0.220229384658134,"CalCurCEAS_009","ORE",223.468679598526,148.476218022525,2596
6959213863,42.86723,-126.88499,2024-09-17 17:15:39,"SO-588","321245",NA,FALSE,0.167564783573995,"CalCurCEAS_009","ORE",223.720054715211,199.821145217605,2596
6959361059,42.86593,-126.88668,2024-09-17 17:47:59,"SO-588","321245",NA,FALSE,0.199821145217605,"CalCurCEAS_009","ORE",247.443581038172,159.278182078135,2596
