"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
2173398446,46.87912,-126.15547,2024-08-17 19:00:22,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,NA,"CalCurCEAS_001","COL",7.32615140227214,2598
2173401348,46.87928,-126.15544,2024-08-17 19:00:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,NA,"CalCurCEAS_001","COL",74.4752865210598,2598
2173401098,46.87932,-126.15523,2024-08-17 19:05:15,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.190641963954815,"CalCurCEAS_001","COL",214.438052878004,2598
2173401299,46.87928,-126.15527,2024-08-17 19:05:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0837990304193482,"CalCurCEAS_001","COL",111.552789273906,2598
2173404188,46.87915,-126.15479,2024-08-17 19:11:30,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.199162456019741,"CalCurCEAS_001","COL",214.438119563108,2598
2173404192,46.87914,-126.1548,2024-08-17 19:11:31,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.216511185332394,"CalCurCEAS_001","COL",105.666467813208,2598
2173406063,46.87909,-126.15454,2024-08-17 19:15:21,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.169564661982795,"CalCurCEAS_001","COL",180,2598
2173406238,46.87909,-126.15454,2024-08-17 19:15:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.159730403000972,"CalCurCEAS_001","COL",106.79021712168,2598
2173408330,46.87903,-126.15425,2024-08-17 19:20:10,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.155000897904858,"CalCurCEAS_001","COL",180,2598
2173408584,46.87897,-126.15425,2024-08-17 19:20:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.166964700044547,"CalCurCEAS_001","COL",114.351360311573,2598
2173410901,46.87888,-126.15396,2024-08-17 19:25:21,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.172729062188413,"CalCurCEAS_001","COL",228.813314215257,2598
2173411146,46.87885,-126.15401,2024-08-17 19:25:51,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.141694409197752,"CalCurCEAS_001","COL",116.697111111304,2598
2173413227,46.87875,-126.15372,2024-08-17 19:30:19,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.151777079085266,"CalCurCEAS_001","COL",59.7429096560129,2598
2173413432,46.87877,-126.15367,2024-08-17 19:30:47,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.17958685566647,"CalCurCEAS_001","COL",136.169756592849,2598
2173415556,46.87862,-126.15346,2024-08-17 19:35:20,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.15809247498176,"CalCurCEAS_001","COL",192.874724505936,2598
2173415764,46.87859,-126.15347,2024-08-17 19:35:45,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.163769449942462,"CalCurCEAS_001","COL",111.436698511462,2598
2173417969,46.87852,-126.15321,2024-08-17 19:40:31,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.137624735860371,"CalCurCEAS_001","COL",110.031382830665,2598
2173418178,46.87851,-126.15317,2024-08-17 19:40:56,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.15305982823437,"CalCurCEAS_001","COL",126.098742137561,2598
