"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","distance","seadepth"
7078773036,41.09464,-127.46636,2024-10-06 15:11:38,"SO-588","321245",NA,FALSE,NA,"CalCurCEAS_017","HUM",64.5274762516918,1045.94179789311,3297
7078862405,41.09869,-127.45512,2024-10-06 15:43:41,"SO-588","321245",NA,FALSE,1.0551882932463,"CalCurCEAS_017","HUM",68.4930144689841,1048.28921891354,3304
7078951319,41.10215,-127.44351,2024-10-06 16:15:40,"SO-588","321245",NA,FALSE,1.05976085705694,"CalCurCEAS_017","HUM",68.9187637018326,883.163757056549,3304
7079022189,41.10501,-127.4337,2024-10-06 16:42:37,"SO-588","321245",NA,FALSE,1.05957803876914,"CalCurCEAS_017","HUM",69.3277660184415,1290.088712912,3324
7079136392,41.10911,-127.41933,2024-10-06 17:28:00,"SO-588","321245",NA,FALSE,0.919123063918208,"CalCurCEAS_017","HUM",75.1429218732284,883.761316250663,3301
7079219440,41.11115,-127.40916,2024-10-06 18:02:01,"SO-588","321245",NA,FALSE,0.840027904716456,"CalCurCEAS_017","HUM",79.5776438388998,614.036454910137,3301
7079278754,41.11215,-127.40197,2024-10-06 18:27:36,"SO-588","321245",NA,FALSE,0.776046073306622,"CalCurCEAS_017","HUM",87.4836699250324,810.46441087331,3152
7079371462,41.11247,-127.39233,2024-10-06 19:09:39,"SO-588","321245",NA,FALSE,0.623187061868498,"CalCurCEAS_017","HUM",100.329093798208,439.689030368006,3152
7079431036,41.11176,-127.38718,2024-10-06 19:38:35,"SO-588","321245",NA,FALSE,0.491357556978072,"CalCurCEAS_017","HUM",112.988840120834,685.230147103864,2929
7079548811,41.10935,-127.37967,2024-10-06 20:42:37,"SO-588","321245",NA,FALSE,0.346003770271082,"CalCurCEAS_017","HUM",132.540389832742,249.667770850268,2929
7079686208,41.10783,-127.37748,2024-10-06 21:10:40,"SO-588","321245",NA,FALSE,0.287792914705597,"CalCurCEAS_017","HUM",147.511466076839,308.084673368597,2770
7079752295,41.10549,-127.37551,2024-10-06 21:54:59,"SO-588","321245",NA,FALSE,0.224777836154598,"CalCurCEAS_017","HUM",118.730326313027,78.5514110296403,2770
7079876364,41.10515,-127.37469,2024-10-06 22:24:36,"SO-588","321245",NA,FALSE,0.0857567458624098,"CalCurCEAS_017","HUM",25.0242412325943,156.878255271151,2512
7079918765,41.10643,-127.3739,2024-10-06 22:58:39,"SO-588","321245",NA,FALSE,0.148969072553124,"CalCurCEAS_017","HUM",12.3117420452873,228.477235393128,2512
7079961560,41.10844,-127.37332,2024-10-06 23:24:38,"SO-588","321245",NA,FALSE,0.284314199270474,"CalCurCEAS_017","HUM",13.2434049936532,377.639063722656,2604
7079995837,41.11175,-127.37229,2024-10-06 23:54:00,"SO-588","321245",NA,FALSE,0.415788753474434,"CalCurCEAS_017","HUM",20.919934352621,651.54060411184,2604
7080045138,41.11723,-127.36952,2024-10-07 00:31:40,"SO-588","321245",NA,FALSE,0.559287067246447,"CalCurCEAS_017","HUM",25.6910978354816,660.567812198065,2604
7080083982,41.12259,-127.36611,2024-10-07 01:03:38,"SO-588","321245",NA,FALSE,0.668144710982401,"CalCurCEAS_017","HUM",29.4373481898228,879.902591287141,2604
7080128552,41.12949,-127.36096,2024-10-07 01:39:39,"SO-588","321245",NA,FALSE,0.789917180516915,"CalCurCEAS_017","HUM",34.6870487223893,734.743009004407,2707
7080168039,41.13493,-127.35598,2024-10-07 02:09:00,"SO-588","321245",NA,FALSE,0.809427278517064,"CalCurCEAS_017","HUM",39.464576289666,710.648709020023,2477
7080216417,41.13987,-127.3506,2024-10-07 02:39:37,"SO-588","321245",NA,FALSE,0.750494553891587,"CalCurCEAS_017","HUM",41.6731402313827,862.375261194741,2477
7080318136,41.14567,-127.34377,2024-10-07 03:24:00,"SO-588","321245",NA,FALSE,0.628241835042357,"CalCurCEAS_017","HUM",49.6731453888838,571.480491497473,2538
7080406409,41.149,-127.33858,2024-10-07 03:54:37,"SO-588","321245",NA,FALSE,0.603523219110015,"CalCurCEAS_017","HUM",47.8056206895915,672.998888427811,2480
7080555438,41.15307,-127.33264,2024-10-07 04:29:41,"SO-588","321245",NA,FALSE,0.620540800166328,"CalCurCEAS_017","HUM",47.0684360213232,482.638700991932,2480
7080689316,41.15603,-127.32843,2024-10-07 04:56:41,"SO-588","321245",NA,FALSE,0.577974740694042,"CalCurCEAS_017","HUM",180,0,2480
7080723107,41.15603,-127.32843,2024-10-07 05:00:00,"SO-588","321245",NA,FALSE,0,"CalCurCEAS_017","HUM",47.0445013731297,599.772142759806,2480
7080943249,41.15971,-127.3232,2024-10-07 05:34:00,"SO-588","321245",NA,FALSE,0.570371547526482,"CalCurCEAS_017","HUM",51.258928189432,511.112360408461,2511
7081206611,41.16259,-127.31845,2024-10-07 06:09:40,"SO-588","321245",NA,FALSE,0.463344850089914,"CalCurCEAS_017","HUM",44.9369785201335,567.942769227131,2511
7081515667,41.16621,-127.31367,2024-10-07 06:52:41,"SO-588","321245",NA,FALSE,0.426892279078122,"CalCurCEAS_017","HUM",43.8129602321336,410.929359306487,2511
7081746171,41.16888,-127.31028,2024-10-07 07:23:40,"SO-588","321245",NA,FALSE,0.428834296425274,"CalCurCEAS_017","HUM",48.4696127110871,440.543461706268,2511
7081999354,41.17151,-127.30635,2024-10-07 07:57:59,"SO-588","321245",NA,FALSE,0.415082232010762,"CalCurCEAS_017","HUM",53.4888661025757,369.591850865464,2583
7082221083,41.17349,-127.30281,2024-10-07 08:27:38,"SO-588","321245",NA,FALSE,0.403040017245081,"CalCurCEAS_017","HUM",59.3558958968135,307.228499697827,2583
7082442503,41.1749,-127.29966,2024-10-07 08:56:38,"SO-588","321245",NA,FALSE,0.34254212035275,"CalCurCEAS_017","HUM",61.9086148245693,349.073157581231,2583
7082866905,41.17638,-127.29599,2024-10-07 09:36:00,"SO-588","321245",NA,FALSE,0.286706996489241,"CalCurCEAS_017","HUM",72.5757813581804,545.25302497227,2552
7083464598,41.17785,-127.28979,2024-10-07 10:39:37,"SO-588","321245",NA,FALSE,0.277126242715799,"CalCurCEAS_017","HUM",82.3150759596219,174.417756673305,2632
7083471174,41.17806,-127.28773,2024-10-07 11:10:40,"SO-588","321245",NA,FALSE,0.181626649461198,"CalCurCEAS_017","HUM",87.7196005269708,223.372847356195,2632
63084,41.17814,-127.28507,2024-10-07 11:54:40,"SO-588","321245",NA,FALSE,0.164145198435992,"CalCurCEAS_017","HUM",69.513708184261,333.20707797096,2632
