"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
2174921401,45.73356,-126.41322,2024-08-20 20:35:38,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,NA,"CalCurCEAS_003","COL",279.329713149584,2715
2174923628,45.73369,-126.41435,2024-08-20 20:40:40,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.572567046033333,"CalCurCEAS_003","COL",256.612868586688,2715
2174928424,45.73365,-126.41459,2024-08-20 20:46:18,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.110212384878125,"CalCurCEAS_003","COL",270.000060868737,2715
2174928357,45.73365,-126.41476,2024-08-20 20:51:18,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.085565667875689,"CalCurCEAS_003","COL",255.010844211452,2715
2174930420,45.73362,-126.41492,2024-08-20 20:55:26,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.100849701629523,"CalCurCEAS_003","COL",260.984379981781,2715
2174932874,45.7336,-126.4151,2024-08-20 21:00:36,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0887732088727958,"CalCurCEAS_003","COL",264.561940779484,2715
2174935075,45.73359,-126.41525,2024-08-20 21:05:37,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0755885782603383,"CalCurCEAS_003","COL",234.473523488696,2715
2174937220,45.73351,-126.41541,2024-08-20 21:10:38,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0986242325174818,"CalCurCEAS_003","COL",254.060895943806,2715
2174939474,45.73348,-126.41556,2024-08-20 21:15:43,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0772308628329781,"CalCurCEAS_003","COL",240.26536611024,2715
2174941741,45.73342,-126.41571,2024-08-20 21:20:45,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0863718534336162,"CalCurCEAS_003","COL",256.612886094654,2715
2174944051,45.7334,-126.41583,2024-08-20 21:25:44,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0622942300835206,"CalCurCEAS_003","COL",242.558751598246,2715
2174946293,45.73336,-126.41594,2024-08-20 21:30:43,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0625943544610905,"CalCurCEAS_003","COL",223.036961716454,2715
2174947776,45.7333,-126.41602,2024-08-20 21:33:47,"BB","0-4481080","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,NA,"CalCurCEAS_003","COL",238.533799700614,2715
2174948614,45.73327,-126.41609,2024-08-20 21:35:41,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.100088570559385,"CalCurCEAS_003","COL",237.013239844462,2715
2174950746,45.73322,-126.4162,2024-08-20 21:40:42,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0657877210851309,"CalCurCEAS_003","COL",220.042066458322,2715
2174953072,45.73317,-126.41626,2024-08-20 21:45:42,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0469416531224694,"CalCurCEAS_003","COL",221.999174557198,2715
2174955734,45.7331,-126.41635,2024-08-20 21:51:32,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0580292102140095,"CalCurCEAS_003","COL",231.574442805597,2715
2174957624,45.73305,-126.41644,2024-08-20 21:55:37,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0708044157506219,"CalCurCEAS_003","COL",234.473739192828,2715
2174959850,45.73302,-126.4165,2024-08-20 22:00:45,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0361437586957894,"CalCurCEAS_003","COL",220.042168188822,2715
2174961998,45.73297,-126.41656,2024-08-20 22:05:40,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0477373439135788,"CalCurCEAS_003","COL",210.266985783463,2715
2174964233,45.73291,-126.41661,2024-08-20 22:10:45,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.049112422072445,"CalCurCEAS_003","COL",203.63830746423,2715
2174966436,45.73283,-126.41666,2024-08-20 22:15:45,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0627659612435956,"CalCurCEAS_003","COL",295.453936687155,2715
2174970863,45.73285,-126.41672,2024-08-20 22:21:19,"BA","0-4480474","MessageType: UNLIMITED-TRACK, Battery State: GOOD",FALSE,0.0300419589300741,"CalCurCEAS_003","COL",180,2715
