"","survey","eventId","numClicks","numClicks_d1","numClicks_d2","numClicks_d3","numClicks_d4","numClicks_d5","click_medPeakFreq_kHz","click_p25PeakFreq_kHz","click_p75PeakFreq_kHz","numWhistles","whistle_medBeginFreq_Hz","keep"
"27","sg680_CalCurCEAS_Sep2024","sg680_054",2,0,1,0,0,1,44.6,34.5,54.7,5,11230.46875,FALSE
"28","sg680_CalCurCEAS_Sep2024","sg680_055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"29","sg680_CalCurCEAS_Sep2024","sg680_057",118,19,65,33,0,1,26.8,24.1,31.9,22,13769.53125,FALSE
"30","sg680_CalCurCEAS_Sep2024","sg680_059",4,1,2,0,0,1,28.2,22.5,37.9,5,5761.71875,FALSE
"31","sg680_CalCurCEAS_Sep2024","sg680_063",12050,16,2946,8679,271,138,36.8,30.4,41.2,13,11132.8125,FALSE
"32","sg680_CalCurCEAS_Sep2024","sg680_067",76,70,1,4,0,1,8.4,6.8,9.2,44,9521.484375,FALSE
"33","sg680_CalCurCEAS_Sep2024","sg680_070",8,8,0,0,0,0,6.8,5.6,8.5,20,12402.34375,FALSE
"34","sg680_CalCurCEAS_Sep2024","sg680_072",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14257.8125,FALSE
"35","sg680_CalCurCEAS_Sep2024","sg680_073",14769,3,971,13721,46,28,38,34.8,41.6,NA,NA,FALSE
"36","sg680_CalCurCEAS_Sep2024","sg680_075",41,0,0,40,0,1,36.8,32.8,40.8,NA,NA,FALSE
"37","sg680_CalCurCEAS_Sep2024","sg680_076",26,0,14,11,0,1,27.8,25.7,45.6,NA,NA,FALSE
"38","sg680_CalCurCEAS_Sep2024","sg680_080",4440,15,416,3983,26,0,42,36.4,44.4,140,11523.4375,FALSE
"39","sg680_CalCurCEAS_Sep2024","sg680_082",4516,2,351,4161,1,1,40,36,43.2,14,9960.9375,FALSE
"40","sg680_CalCurCEAS_Sep2024","sg680_083",1,1,0,0,0,0,6,6,6,1,5664.0625,FALSE
"41","sg680_CalCurCEAS_Sep2024","sg680_084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"42","sg680_CalCurCEAS_Sep2024","sg680_086",34,0,4,30,0,0,35.6,32.5,38.8,6,11132.8125,FALSE
"43","sg680_CalCurCEAS_Sep2024","sg680_087",9945,5,1875,7974,48,43,39.6,32.4,43.2,51,9960.9375,FALSE
"44","sg680_CalCurCEAS_Sep2024","sg680_088",5039,3,560,4286,106,84,38,34,43.2,92,12353.515625,FALSE
"45","sg680_CalCurCEAS_Sep2024","sg680_091",36589,19,13857,22188,367,158,34.8,27.2,41.2,133,11523.4375,FALSE
"46","sg680_CalCurCEAS_Sep2024","sg680_094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"47","sg680_CalCurCEAS_Sep2024","sg680_095",218,0,45,168,5,0,35.4,31.6,40,7,11230.46875,FALSE
"48","sg680_CalCurCEAS_Sep2024","sg680_097",422,0,79,342,0,1,37.2,33.6,41.9,4,7763.671875,FALSE
"49","sg680_CalCurCEAS_Sep2024","sg680_099",25027,5,3191,21654,57,120,38.4,34.4,42,5,14648.4375,FALSE
"50","sg680_CalCurCEAS_Sep2024","sg680_100",5942,2,1292,4634,2,12,38.8,31.6,42.8,26,12060.546875,FALSE
"51","sg680_CalCurCEAS_Sep2024","sg680_102",263,0,27,236,0,0,42.4,40.4,43.6,NA,NA,FALSE
"52","sg680_CalCurCEAS_Sep2024","sg680_103",28443,12,4035,24145,146,105,40.4,33.6,43.6,566,12011.71875,FALSE
"53","sg680_CalCurCEAS_Sep2024","sg680_104",33471,40,7957,24848,320,306,40.4,30.8,43.6,98,6640.625,FALSE
"54","sg680_CalCurCEAS_Sep2024","sg680_107",17,16,1,0,0,0,8.4,6,9.2,NA,NA,FALSE
"55","sg680_CalCurCEAS_Sep2024","sg680_108",21230,1,4621,16581,19,8,39.2,33.2,42,214,10253.90625,FALSE
"56","sg680_CalCurCEAS_Sep2024","sg680_110",47885,2,14304,33498,42,39,35.6,28,42.4,1106,11523.4375,FALSE
"57","sg680_CalCurCEAS_Sep2024","sg680_115",37149,5,15462,21639,35,8,34.4,26.4,41.6,1486,11328.125,FALSE
"58","sg680_CalCurCEAS_Sep2024","sg680_119",39946,2,8869,28944,1336,795,38,31.2,43.2,226,11230.46875,FALSE
"59","sg680_CalCurCEAS_Sep2024","sg680_122",26922,6,6819,19092,541,464,36.8,29.6,42.4,372,12695.3125,FALSE
"60","sg680_CalCurCEAS_Sep2024","sg680_125",5676,7,2466,3183,14,6,32,26.8,39.2,10556,11816.40625,FALSE
"61","sg680_CalCurCEAS_Sep2024","sg680_129",325,0,81,235,5,4,35.2,30.4,41.6,9,11132.8125,FALSE
"62","sg680_CalCurCEAS_Sep2024","sg680_131",15,1,4,10,0,0,39.6,28.4,43.8,315,12304.6875,FALSE
"63","sg680_CalCurCEAS_Sep2024","sg680_134",58615,1,10121,46897,766,830,38.4,33.6,43.6,1073,11328.125,FALSE
"64","sg680_CalCurCEAS_Sep2024","sg680_136",42228,35,5475,36125,520,73,38.4,32.8,42.4,1204,11621.09375,FALSE
"65","sg680_CalCurCEAS_Sep2024","sg680_141",117689,12,32227,83487,1528,435,35.2,29.2,41.2,6144,11230.46875,FALSE
"66","sg680_CalCurCEAS_Sep2024","sg680_144",7870,67,3488,4206,51,58,31.6,26.4,39.2,28149,11914.0625,FALSE
"67","sg680_CalCurCEAS_Sep2024","sg680_147",745,0,174,516,37,18,37.2,30.8,44.8,3,11219.113372093,FALSE
"68","sg680_CalCurCEAS_Sep2024","sg680_148",4,1,1,1,0,1,33.6,20.9,44,182,12353.515625,FALSE
"69","sg680_CalCurCEAS_Sep2024","sg680_152",NA,NA,NA,NA,NA,NA,NA,NA,NA,38,9765.625,FALSE
"70","sg680_CalCurCEAS_Sep2024","sg680_154",575,0,169,406,0,0,34,27.4,39.2,33,11328.125,FALSE
"71","sg680_CalCurCEAS_Sep2024","sg680_156",25,0,25,0,0,0,26.4,25.6,26.8,NA,NA,FALSE
"72","sg680_CalCurCEAS_Sep2024","sg680_157",27632,1,7088,20383,32,128,35.6,29.6,42.4,436,13378.90625,FALSE
"73","sg680_CalCurCEAS_Sep2024","sg680_158",116519,9,30840,82811,2066,793,37.2,29.2,42.4,2144,11523.4375,FALSE
"74","sg680_CalCurCEAS_Sep2024","sg680_168",15167,0,3195,11528,244,200,37.2,32.4,42.4,22,11861.0382080078,FALSE
"75","sg680_CalCurCEAS_Sep2024","sg680_171",1041,1,313,726,0,1,36,28,42,2847,12109.375,FALSE
"76","sg680_CalCurCEAS_Sep2024","sg680_173",NA,NA,NA,NA,NA,NA,NA,NA,NA,96,12988.28125,FALSE
"77","sg680_CalCurCEAS_Sep2024","sg680_174",4487,2,301,3717,320,147,40.8,35.6,45.2,29,15332.03125,FALSE
"78","sg680_CalCurCEAS_Sep2024","sg680_176",22,8,7,7,0,0,24,8.1,35,1,11328.125,FALSE
"79","sg680_CalCurCEAS_Sep2024","sg680_177",15252,7,868,14266,67,44,40.8,36,44,6,14404.296875,FALSE
"80","sg680_CalCurCEAS_Sep2024","sg680_178",49,0,0,49,0,0,40.8,37.6,42.4,123,12988.28125,FALSE
"81","sg680_CalCurCEAS_Sep2024","sg680_179",10252,9,1363,8178,506,196,40,33.2,44.4,58,15332.03125,FALSE
"82","sg680_CalCurCEAS_Sep2024","sg680_186",6603,1,1175,5374,23,30,36.4,32.8,41.6,79,13671.875,FALSE
"83","sg680_CalCurCEAS_Sep2024","sg680_187",14480,31,847,13585,3,14,43.2,39.6,44.8,589,13183.59375,FALSE
"84","sg680_CalCurCEAS_Sep2024","sg680_191",6,0,0,6,0,0,35.8,35.6,39.3,NA,NA,FALSE
"85","sg680_CalCurCEAS_Sep2024","sg680_192",151,0,12,139,0,0,43.2,40,44,851,11230.46875,FALSE
"86","sg680_CalCurCEAS_Sep2024","sg680_193",56,4,2,50,0,0,41.6,37.9,43.2,2,7373.046875,FALSE
"87","sg680_CalCurCEAS_Sep2024","sg680_194",51769,20,12312,38317,773,347,38.4,30.4,44,903,11621.09375,FALSE
"88","sg680_CalCurCEAS_Sep2024","sg680_199",17845,0,1212,16071,456,106,39.6,35.6,43.2,4,13525.390625,FALSE
"89","sg680_CalCurCEAS_Sep2024","sg680_200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"90","sg680_CalCurCEAS_Sep2024","sg680_201",10,1,0,9,0,0,42.2,39.3,43.2,NA,NA,FALSE
"91","sg680_CalCurCEAS_Sep2024","sg680_202",908,2,62,844,0,0,43.6,40.8,45.6,4,5517.578125,FALSE
"92","sg680_CalCurCEAS_Sep2024","sg680_204",4478,0,518,3914,26,20,36,33.6,38.4,1,11317.5266472868,FALSE
"93","sg680_CalCurCEAS_Sep2024","sg680_205",2,0,2,0,0,0,24.6,24.3,24.9,NA,NA,FALSE
"94","sg680_CalCurCEAS_Sep2024","sg680_206",25,25,0,0,0,0,8,7.6,8.8,NA,NA,FALSE
"95","sg680_CalCurCEAS_Sep2024","sg680_207",134,0,4,130,0,0,36.6,35.2,42,2,11083.984375,FALSE
"96","sg680_CalCurCEAS_Sep2024","sg680_208",14,3,0,11,0,0,44,41.5,44.4,NA,NA,FALSE
"97","sg680_CalCurCEAS_Sep2024","sg680_209",144,138,2,4,0,0,8.8,7.6,10.8,4,11328.125,FALSE
"98","sg680_CalCurCEAS_Sep2024","sg680_212",16410,13379,3026,5,0,0,11.6,9.6,14,2,6005.859375,FALSE
"99","sg680_CalCurCEAS_Sep2024","sg680_214",55,0,4,51,0,0,38.4,37.6,39.6,NA,NA,FALSE
"100","sg680_CalCurCEAS_Sep2024","sg680_215",684,0,8,676,0,0,39.6,39.2,40,NA,NA,FALSE
"101","sg680_CalCurCEAS_Sep2024","sg680_216",10,10,0,0,0,0,7.6,6.6,8.3,NA,NA,FALSE
"102","sg680_CalCurCEAS_Sep2024","sg680_218",3,3,0,0,0,0,10,10,10.2,NA,NA,FALSE
"103","sg680_CalCurCEAS_Sep2024","sg680_219",72,70,2,0,0,0,10,7.5,11.2,NA,NA,FALSE
"104","sg680_CalCurCEAS_Sep2024","sg680_220",6,6,0,0,0,0,7.6,6.1,8.8,2,5615.234375,FALSE
"105","sg680_CalCurCEAS_Sep2024","sg680_222",5362,5118,208,29,1,6,10,8,11.6,37,11230.46875,FALSE
"106","sg680_CalCurCEAS_Sep2024","sg680_229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"107","sg680_CalCurCEAS_Sep2024","sg680_231",895,1,62,719,4,109,40,38.8,48.4,29,15039.0625,FALSE
"108","sg680_CalCurCEAS_Sep2024","sg680_233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"109","sg680_CalCurCEAS_Sep2024","sg680_234",433,0,288,144,1,0,25.6,24.8,34,8,11230.46875,FALSE
"110","sg680_CalCurCEAS_Sep2024","sg680_235",2705,2672,10,17,0,6,7.6,6,9.2,63,11230.46875,FALSE
"111","sg680_CalCurCEAS_Sep2024","sg680_242",118,112,0,5,0,1,8,6.8,9.2,9,8300.78125,FALSE
"112","sg680_CalCurCEAS_Sep2024","sg680_247",541,540,1,0,0,0,9.2,7.6,10.8,19,11132.8125,FALSE
"113","sg680_CalCurCEAS_Sep2024","sg680_250",106,106,0,0,0,0,8.4,6.8,9.6,NA,NA,FALSE
"114","sg680_CalCurCEAS_Sep2024","sg680_251",511,499,5,6,0,1,8,6.8,8.8,34,11230.46875,FALSE
"115","sg680_CalCurCEAS_Sep2024","sg680_253",770,44,168,558,0,0,38.4,27.2,39.2,20,11230.46875,FALSE
"116","sg680_CalCurCEAS_Sep2024","sg680_258",26,25,0,1,0,0,9,8,9.6,6,5908.203125,FALSE
"117","sg680_CalCurCEAS_Sep2024","sg680_261",3924,2,1572,2345,5,0,34.4,26.8,37.2,6,11230.46875,FALSE
"118","sg680_CalCurCEAS_Sep2024","sg680_262",37,37,0,0,0,0,7.2,6.8,9.2,4,5566.40625,FALSE
"119","sg680_CalCurCEAS_Sep2024","sg680_264",NA,NA,NA,NA,NA,NA,NA,NA,NA,91,16015.625,FALSE
"120","sg680_CalCurCEAS_Sep2024","sg680_265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"121","sg680_CalCurCEAS_Sep2024","sg680_266",166,164,0,2,0,0,9,7.2,10,3,5078.125,FALSE
"122","sg680_CalCurCEAS_Sep2024","sg680_271",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11230.46875,FALSE
"123","sg680_CalCurCEAS_Sep2024","sg680_272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"124","sg680_CalCurCEAS_Sep2024","sg680_273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"125","sg680_CalCurCEAS_Sep2024","sg680_274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"126","sg680_CalCurCEAS_Sep2024","sg680_275",278,0,108,168,0,2,36,27.2,44,2,12939.453125,FALSE
"127","sg680_CalCurCEAS_Sep2024","sg680_276",9,9,0,0,0,0,6,5.2,6.4,NA,NA,FALSE
"128","sg680_CalCurCEAS_Sep2024","sg680_277",73941,52031,9724,11950,77,158,11.6,9.2,18.8,88,11230.46875,FALSE
"129","sg680_CalCurCEAS_Sep2024","sg680_292",11,11,0,0,0,0,7.2,6.8,8.6,NA,NA,FALSE
"130","sg680_CalCurCEAS_Sep2024","sg680_293",21695,18894,2755,43,0,3,10.8,8.8,13.2,19,11230.46875,FALSE
"131","sg680_CalCurCEAS_Sep2024","sg680_299",139,139,0,0,0,0,7.2,6,8,1,5761.71875,FALSE
"132","sg680_CalCurCEAS_Sep2024","sg680_300",69,60,0,8,0,1,7.6,6.4,8.4,20,11230.46875,FALSE
"133","sg680_CalCurCEAS_Sep2024","sg680_305",69,69,0,0,0,0,8,6.8,8.8,1,11132.8125,FALSE
"134","sg680_CalCurCEAS_Sep2024","sg680_306",14,14,0,0,0,0,6.8,6.4,7.9,2,7958.984375,FALSE
"135","sg680_CalCurCEAS_Sep2024","sg680_308",2516,2,1215,1295,2,2,30.8,26.4,36,13,11230.46875,FALSE
"136","sg680_CalCurCEAS_Sep2024","sg680_311",1702,0,1605,95,2,0,26.4,25.2,27.2,4,10937.5,FALSE
"137","sg680_CalCurCEAS_Sep2024","sg680_313",1494,7,885,594,6,2,28.4,26.4,34.4,61,11523.4375,FALSE
"138","sg680_CalCurCEAS_Sep2024","sg680_314",74,7,47,17,0,3,22.2,18.4,31.5,5,11230.46875,FALSE
"139","sg680_CalCurCEAS_Sep2024","sg680_315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"140","sg680_CalCurCEAS_Sep2024","sg680_316",16786,2,7444,9004,115,221,34,26.8,38.4,188,12011.71875,FALSE
"141","sg680_CalCurCEAS_Sep2024","sg680_317",23945,0,10671,12748,313,213,33.6,26.4,41.2,62,11715.5741869919,FALSE
"142","sg680_CalCurCEAS_Sep2024","sg680_320",437,0,263,174,0,0,27.2,21.6,38.4,23,11230.46875,FALSE
"143","sg680_CalCurCEAS_Sep2024","sg680_321",3313,14,311,2714,84,190,39.2,38.4,43.6,322,6054.6875,FALSE
"144","sg680_CalCurCEAS_Sep2024","sg680_323",2776,123,1557,995,25,76,27.6,26.4,37.6,1818,11132.8125,FALSE
"145","sg680_CalCurCEAS_Sep2024","sg680_326",1657,0,501,1138,8,10,38.4,28,44.8,NA,NA,FALSE
"146","sg680_CalCurCEAS_Sep2024","sg680_327",408,0,214,191,3,0,28.8,26.8,42.4,2,12792.96875,FALSE
"147","sg680_CalCurCEAS_Sep2024","sg680_328",978,643,54,252,2,27,8.8,6.8,40,61,11230.46875,FALSE
"148","sg680_CalCurCEAS_Sep2024","sg680_337",31045,29496,1503,45,0,1,9.2,8,11.2,13,11230.46875,FALSE
"149","sg680_CalCurCEAS_Sep2024","sg680_341",7498,7484,8,5,0,1,9.2,7.6,10.4,16,11181.640625,FALSE
"150","sg680_CalCurCEAS_Sep2024","sg680_346",31,31,0,0,0,0,8,7.6,8.4,NA,NA,FALSE
"151","sg680_CalCurCEAS_Sep2024","sg680_349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"152","sg680_CalCurCEAS_Sep2024","sg680_350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"153","sg680_CalCurCEAS_Sep2024","sg680_352",1,1,0,0,0,0,6,6,6,1,11914.0625,FALSE
"154","sg680_CalCurCEAS_Sep2024","sg680_354",331,326,0,5,0,0,8,7.2,9.2,10,11181.640625,FALSE
"155","sg680_CalCurCEAS_Sep2024","sg680_360",2,0,1,1,0,0,31.6,27,36.2,NA,NA,FALSE
"156","sg680_CalCurCEAS_Sep2024","sg680_361",36,35,0,1,0,0,8,6.8,9.3,10,11230.46875,FALSE
"157","sg680_CalCurCEAS_Sep2024","sg680_364",41,41,0,0,0,0,8.8,7.6,10,6,5756.46033653846,FALSE
"158","sg680_CalCurCEAS_Sep2024","sg680_366",131,126,0,3,0,2,9.2,7.6,10.4,13,11230.46875,FALSE
"159","sg680_CalCurCEAS_Sep2024","sg680_368",3,3,0,0,0,0,7.2,6.6,8.4,NA,NA,FALSE
"160","sg680_CalCurCEAS_Sep2024","sg680_369",4,4,0,0,0,0,9.2,8.7,9.6,1,11208.938238189,FALSE
"161","sg680_CalCurCEAS_Sep2024","sg680_370",900,8,423,468,1,0,33.2,26,37.6,14,14404.296875,FALSE
"162","sg680_CalCurCEAS_Sep2024","sg680_371",1,0,1,0,0,0,20,20,20,NA,NA,FALSE
"163","sg680_CalCurCEAS_Sep2024","sg680_372",7255,14,3374,3775,37,55,32,26.8,36.8,60,11230.46875,FALSE
"164","sg680_CalCurCEAS_Sep2024","sg680_378",13,13,0,0,0,0,8.4,8.4,10.4,NA,NA,FALSE
"165","sg680_CalCurCEAS_Sep2024","sg680_379",21,21,0,0,0,0,9.2,6.8,10.4,5,11230.46875,FALSE
"166","sg680_CalCurCEAS_Sep2024","sg680_380",35,27,0,7,0,1,8.4,6.4,12.8,2,11083.984375,FALSE
"167","sg680_CalCurCEAS_Sep2024","sg680_381",48,48,0,0,0,0,8.8,8,9.6,11,11230.46875,FALSE
"168","sg680_CalCurCEAS_Sep2024","sg680_382",6,6,0,0,0,0,9.4,8.5,10.3,NA,NA,FALSE
"169","sg680_CalCurCEAS_Sep2024","sg680_383",41,41,0,0,0,0,9.2,8.4,10.4,6,11230.46875,FALSE
"170","sg680_CalCurCEAS_Sep2024","sg680_384",27,27,0,0,0,0,7.6,7.2,10.4,NA,NA,FALSE
"171","sg680_CalCurCEAS_Sep2024","sg680_385",35,35,0,0,0,0,6,5.6,10.4,1,11328.125,FALSE
"172","sg680_CalCurCEAS_Sep2024","sg680_386",138,119,19,0,0,0,9.4,6.5,11.5,1,5761.71875,FALSE
"173","sg680_CalCurCEAS_Sep2024","sg680_387",43,41,2,0,0,0,9.2,8.6,10.8,3,11132.8125,FALSE
"174","sg680_CalCurCEAS_Sep2024","sg680_389",24152,11,4262,19692,11,176,38.4,35.2,40,9,12402.34375,FALSE
"175","sg680_CalCurCEAS_Sep2024","sg680_391",297,0,153,144,0,0,28.8,26.4,36.4,1,5371.09375,FALSE
"176","sg680_CalCurCEAS_Sep2024","sg680_395",51,50,0,1,0,0,8,6.8,9.2,NA,NA,FALSE
"177","sg680_CalCurCEAS_Sep2024","sg680_396",9,9,0,0,0,0,10.4,7.2,10.8,1,5371.09375,FALSE
"178","sg680_CalCurCEAS_Sep2024","sg680_397",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11230.46875,FALSE
"179","sg680_CalCurCEAS_Sep2024","sg680_398",24165,6,2989,20975,115,80,42,35.6,44.4,NA,NA,FALSE
"180","sg680_CalCurCEAS_Sep2024","sg680_402",7394,0,1803,5587,1,3,35.2,31.6,41.6,NA,NA,FALSE
"181","sg680_CalCurCEAS_Sep2024","sg680_403",1,0,0,1,0,0,39.2,39.2,39.2,17,11230.46875,FALSE
"182","sg680_CalCurCEAS_Sep2024","sg680_404",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6054.6875,FALSE
"183","sg680_CalCurCEAS_Sep2024","sg680_405",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3564.453125,FALSE
